work_key,title,authors,subjects,first_publish_year,cover_url
/works/OL137396W,The Circular Staircase,Mary Roberts Rinehart,"Classic Literature, Fiction, Detective and mystery stories, Innes, rachel (fictitious character), fiction, Adirondack mountains (n.y.), fiction, Fiction, suspense, Large type books, Open Library Staff Picks, Middle-aged women, Investigation, Murder, Country homes, Fiction, thrillers, suspense, Fiction, mystery & detective, general, Crime, fiction, United states, fiction, Country homes -- Fiction, Murder -- Investigation -- Fiction, Mystery fiction, Middle-aged women -- Fiction",1908,https://covers.openlibrary.org/b/id/2761207-L.jpg
/works/OL262586W,Tales of Terror and Mystery,Arthur Conan Doyle,"Classic Literature, English Detective and mystery stories, English Horror tales, English Short stories, Fiction, Horror, Mystery, English literature, Fiction, general, Fiction, thrillers, general, Fiction, mystery & detective, general, British and irish fiction (fictional works by one author), Fiction, short stories (single author), Fiction, horror, Large type books",1963,https://covers.openlibrary.org/b/id/8311421-L.jpg
/works/OL471724W,Death on the Nile,Agatha Christie,"Belgians, Fiction, Hercule Poirot (Fictitious character), Private investigators, English Detective and mystery stories, murder, Historical Fiction, Mystery, Romance, Poirot, Hercule (Personaje literario), Detectives privados, Novela, Belgas, Ficción, Agatha Christie, Detective, Hercule Poirot, Classic, British, Literature",1937,https://covers.openlibrary.org/b/id/14066646-L.jpg
/works/OL176081W,The Law and the Lady,"Wilkie Collins, Camille de Cendrey","Classic Literature, Fiction, Mystery, Women detectives, Married women, Investigation, Social conditions, Women, Murder, Fiction, mystery & detective, women sleuths, Married people, fiction, British and irish fiction (fictional works by one author), England, fiction, Crime, fiction, Fiction, mystery & detective, general, Fiction, crime, English literature, Long Now Manual for Civilization",1875,https://covers.openlibrary.org/b/id/6396941-L.jpg
/works/OL1172118W,The Lodger,Marie Belloc Lowndes,"Classic Literature, Fiction, Serial murders, Fiction, mystery & detective, collections & anthologies, Fiction, general, Fiction, mystery & detective, general, London (england), fiction, Serial murders, fiction, Fiction, mystery & detective, historical, Jack, the ripper, fiction, Fiction, thrillers, suspense, Fiction, thrillers, general, Fiction, suspense, Fiction, mystery & detective, traditional, England, fiction, Detective and mystery stories, Serial murders -- Fiction, Whitechapel (London, England) -- Fiction, Jack, the Ripper -- Fiction, Mystery",1913,https://covers.openlibrary.org/b/id/696674-L.jpg
/works/OL1868679W,R. Holmes & Co.,John Kendrick Bangs,"Criminals, Fiction, Private investigators, Mystery, Fiction, mystery & detective, general, Fiction, general",1906,https://covers.openlibrary.org/b/id/5716647-L.jpg
/works/OL1546094W,L'affaire Lerouge,Émile Gaboriau,"Fiction, Mystery, Fiction, mystery & detective, general",1800,https://covers.openlibrary.org/b/id/4486242-L.jpg
/works/OL1517945W,The daffodil murder,Edgar Wallace,"Fiction, Mystery, Fiction, mystery & detective, general, England, fiction, Young women, fiction",1921,https://covers.openlibrary.org/b/id/2895230-L.jpg
/works/OL471509W,The A.B.C. Murders,Agatha Christie,"Fiction, Mystery, Agatha Christie, Hercule Poirot (Fictitious character), Series, #13, Classic, British, Literature, Stories, Detective, P.I., Private investigator, Serial murders, Suspense, Humour, Humorous, Poirot, Hercule (Personaje literario), Inglaterra, Novela, Asesinatos seriales",1936,https://covers.openlibrary.org/b/id/14573514-L.jpg
/works/OL471500W,4:50 from Paddington,Agatha Christie,"Fiction, Mystery, Jane Marple (Fictitious character), Fiction, mystery & detective, general, Marple, jane (fictitious character), fiction, English literature, English language, Fiction, mystery & detective, traditional, Murder, Investigation, Meurtre, Romans, nouvelles, Mystery fiction, Homicide, Fiction, mystery & detective, women sleuths, England, fiction, series:Miss_Marple, Women detectives",1957,https://covers.openlibrary.org/b/id/13151352-L.jpg
/works/OL30040W,The Mysterious Key And What It Opened,Louisa May Alcott,"Fiction, Mystery, Fiction, thrillers, general, Fiction, mystery & detective, general, Fiction, romance, historical, general, American literature, Fiction, general",2004,https://covers.openlibrary.org/b/id/1815112-L.jpg
/works/OL250350W,Dead Men Tell No Tales,E. W. Hornung,"Fiction, Mystery, Fiction, general",1899,https://covers.openlibrary.org/b/id/2890645-L.jpg
/works/OL82586W,Harry Potter and the Deathly Hallows,J. K. Rowling,"the Elder Wand, children's books, dementors, good and evil, Juvenile literature, Juvenile works, Death, Fiction, Wizards, New York Times bestseller, nyt:series_books=2006-09-16, Schools, Magic, Magia, Ficción juvenil, Novela fantástica, Magos, Escuelas, Juvenile fiction, dark magic",2007,https://covers.openlibrary.org/b/id/10110415-L.jpg
/works/OL176087W,The dead secret,Wilkie Collins,"Fiction, Social life and customs, Inheritance and succession, Inheritance and succession in fiction, England in fiction, Mothers and daughters in fiction, Illegitimate children in fiction, Mothers and daughters, Illegitimate children, Mystery, Fiction, mystery & detective, general, British and irish fiction (fictional works by one author), Unmarried mothers, Identity (Psychology), History, General, Fiction, mystery & detective, traditional, English literature, Inheritance and succession -- Fiction, Mothers and daughters -- Fiction",1857,https://covers.openlibrary.org/b/id/14305247-L.jpg
/works/OL471771W,A Murder Is Announced,Agatha Christie,"Fiction, Mystery, Agatha Christie, Miss Marple, Series, British, Amateur, Detective, Classic, Literature, Braille, Audio-book, Party, Invitation, Crime, Murder, Suspense, Humour, Women detectives in fiction, Women detectives",1950,https://covers.openlibrary.org/b/id/14578204-L.jpg
/works/OL2895540W,The house by the church-yard,Joseph Sheridan Le Fanu,"Ireland in fiction, Fiction, Fiction, historical, general, Fiction, mystery & detective, general, Classic Literature, Mystery, English literature, Fiction, religious, Fiction, horror",1863,https://covers.openlibrary.org/b/id/3950063-L.jpg
/works/OL471895W,The Murder at the Vicarage,Agatha Christie,"Women detectives, Fiction, Classic, Literature, Audiobook, Braile, DVD, Murder, Mystery, Humour, Jane Marple (Fictitious character), Investigation, Fiction, mystery & detective, women sleuths, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, traditional, England, fiction, English literature, Powieść kryminalna angielska, Tłumaczenia polskie, Comics & graphic novels, crime & mystery",1930,https://covers.openlibrary.org/b/id/12996560-L.jpg
/works/OL471603W,The Mystery of the Blue Train,Agatha Christie,"Crimes against, Detective and mystery stories, Divorce, Divorce in fiction, Fiction, Hercule Poirot (Fictitious character), Jewelry theft, Jewelry theft in fiction, Married women, Married women in fiction, Private investigators, Private investigators in fiction, Railroad stories, Railroad travel, Railroad travel in fiction, Rich people, Rich people in fiction, Historical Fiction, Mystery, Romance",1928,https://covers.openlibrary.org/b/id/14575533-L.jpg
/works/OL472049W,Evil Under the Sun,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Open Library Staff Picks, Detectives, Fiction, Belgians, Mystery, English literature, Murder, Investigation, Fiction, mystery & detective, general, Poirot, hercule (fictitious character), fiction, Private investigators, fiction, England, fiction, English language, Poirot, Hércules (Personaje ficticio), Novela, Cuentos policiacos y de misterio ingleses, Fiction, mystery & detective, traditional",1941,https://covers.openlibrary.org/b/id/13671433-L.jpg
/works/OL1992198W,In Cold Blood,Truman Capote,"True, Crime, Murder, Mystery, Cas, Études de, Meurtre, Análisis de casos, Asesinato, Case studies, Murder -- Kansas -- Case studies., Smith, Perry Edward, 1928-1965, Kansas, Hickock, Richard Eugene, 1931-1965, Murder, kansas, True crime, Criminology and law enforcement, Large type books, American, Bäuerliche Familie, Roman",1709,https://covers.openlibrary.org/b/id/228066-L.jpg
/works/OL472542W,The Secret of Chimneys,Agatha Christie,"Fiction, Mystery, Superintendent Battle (Fictitious character), English Detective and mystery stories, Murder, Investigation, Conspiracies, Manors, Detective and mystery stories, Fiction, mystery & detective, traditional, Fiction, thrillers, suspense, London (england), fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, general, Fiction, mystery & detective, police procedural, Fiction, mystery & detective, international crime & mystery, Fiction, thrillers, general, Fiction, historical, general, English literature",1925,https://covers.openlibrary.org/b/id/12996574-L.jpg
/works/OL471990W,The Mirror Crack'd from Side to Side,Agatha Christie,"Fiction, Mystery, Jane Marple (Fictitious character), Women detectives in fiction, Women detectives, Romance Ingles, Crime & mystery, England, fiction, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, women sleuths, English literature, Fiction, mystery & detective, general, English language, Characters and characteristics in literature, Mystery fiction, Inspectrices de police, Romans, nouvelles",1960,https://covers.openlibrary.org/b/id/10561150-L.jpg
/works/OL471610W,The Body in the Library,Agatha Christie,"Fiction, Mystery, Women detectives, Detective and mystery stories, Jane Marple (Fictitious character), Agatha Christie, Miss Marple, Series, British, Female, Amateur, Detective, Classic, Literature, Audiobook, Murder, Suspense, Humour, Marple, Jane (Personaje literario), Mujeres detectives",1942,https://covers.openlibrary.org/b/id/12855259-L.jpg
/works/OL471947W,The Big Four,Agatha Christie,"Fiction, Mystery, Private investigators, Large type books, Hercule Poirot (Fictitious character), Translations into Arabic, English Detective and mystery stories, English literature, Fiction, mystery & detective, Poirot, hercule (fictitious character), fiction, Private investigators, fiction, England, fiction, Fiction, mystery & detective, traditional, Détectives, Romans, nouvelles, Crime, Fiction, thrillers, espionage, Comic books, strips, Parodies, imitations",1927,https://covers.openlibrary.org/b/id/12996529-L.jpg
/works/OL471943W,After the Funeral,Agatha Christie,"Fiction, Mystery, Hercule Poirot (Fictitious character), Private investigators, Belgians, Mystery and detective stories, England, fiction, Fiction, mystery & detective, traditional, Private investigators, fiction, Belgium, fiction, Fiction, mystery & detective, general, Fiction, crime, English literature, Détectives, Romans, nouvelles",1953,https://covers.openlibrary.org/b/id/12996535-L.jpg
/works/OL471891W,Crooked House,Agatha Christie,"Mystery, Fiction, Jane Marple (Fictitious character), Large type books, Women detectives, Murder, Investigation, Detective and mystery stories, Drama, Radio plays, Family secrets, Film adaptations, Fiction, mystery & detective, general, Juvenile fiction, English literature, English language, Fiction, mystery & detective, traditional, England, fiction, Family life, Homicide",1949,https://covers.openlibrary.org/b/id/14570595-L.jpg
/works/OL471905W,The Moving Finger,Agatha Christie,"Fiction, Women detectives, Jane Marple (Fictitious character), Detective and mystery stories, English fiction, Marple, Jane (Fictitious characters), Mystery, Anonymous letters, Gossip, Large type books, Fiction, mystery & detective, women sleuths, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, general, Women private investigators, Novela policiaca, English literature, Inspectrices de police, Romans, nouvelles, Livres en gros caractères, Large print books",1942,https://covers.openlibrary.org/b/id/13672855-L.jpg
/works/OL265415W,At Bertram's Hotel,Agatha Christie,"Fiction, Jane Marple (Fictitious character), Women detectives, Older women, History, Hotels, Mystery, Detective and mystery stories, Mystery fiction, Marple, Jane (Fictitious character), Fiction, mystery & detective, traditional, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, women sleuths, England, fiction, English literature, Fiction, mystery & detective, general",1965,https://covers.openlibrary.org/b/id/6379981-L.jpg
/works/OL471871W,They Do It with Mirrors,Agatha Christie,"Fiction, Jane Marple (Fictitious character), Women detectives, Detective and mystery stories, Mystery, Marple, jane (fictitious character), fiction, England, fiction, Fiction, mystery & detective, general, English literature, Fiction, mystery & detective, traditional, Fiction, mystery & detective, women sleuths, English language",1952,https://covers.openlibrary.org/b/id/10249524-L.jpg
/works/OL1797752W,The Paradise Mystery,Joseph Smith Fletcher,"Classic Literature, Fiction, Mystery, Fiction, thrillers, suspense, England, fiction, Fiction, mystery & detective, general",1920,https://covers.openlibrary.org/b/id/1814712-L.jpg
/works/OL472165W,Peril at End House,Agatha Christie,"Captain Hastings (Fictitious character), English Detective and mystery stories, Fiction, Hercule Poirot (Fictitious character), Mystery, Private investigators, Detective and mystery stories, English literature, English language, Fiction, mystery & detective, general, Private investigators, fiction, Poirot, hercule (fictitious character), fiction, London (england), fiction, England, fiction, Fiction, mystery & detective, traditional, Detectives, Large type books",1932,https://covers.openlibrary.org/b/id/12996556-L.jpg
/works/OL471767W,Lord Edgware Dies,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Fiction, Mystery, Detective and mystery stories, Juvenile literature, Investigadores privados, Poirot, Hercule (Personaje literario), Detectives privados, Novela, Ficcio n., Novela de misterio, Ficción, Zhen tan xiao shuo, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Detektiv, Mord, Schauspielerin",1933,https://covers.openlibrary.org/b/id/9492111-L.jpg
/works/OL80946W,The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,"Fiction, mystery, Large type books, Kidnapping, Fiction, mystery & detective, general, England, fiction, Crime, fiction, Fiction, mystery & detective, traditional, Grant, alan, inspector (fictitious character), fiction, Great britain, fiction, Franchises (retail trade)",1948,https://covers.openlibrary.org/b/id/14104-L.jpg
/works/OL17732W,Bible,Bible,"Manuscripts, Latin (Medieval and modern), Glossaries, vocabularies, Early works to 1800, Bible, Religion, Bibles, Biblical Studies - General, Religion / Bible / General, Bible - General, Commentaries, Authorized, Criticism, interpretation, Shorthand, Sacred books, Church of Jesus Christ of Latter-day Saints, BÍBLIA (INTERPRETAÇÃO), Juvenile literature, The Bible, Biblia, Christian life",1200,https://covers.openlibrary.org/b/id/12707846-L.jpg
/works/OL69178W,Narrative of the life of Frederick Douglass,Frederick Douglass,"Douglass, frederick, 1818-1895, Biography, African American abolitionists, Abolitionists, Slaves, Slavery, History, African Americans, Slaves, united states, Biographies &amp; autobiographies, General, Personal narratives, African americans, biography, Dictionaries, English language, Historical, BIOGRAPHY & AUTOBIOGRAPHY, Korean, Antislavery movements, united states, United states, history, 19th century",1845,https://covers.openlibrary.org/b/id/8247724-L.jpg
/works/OL78871W,Twelve years a slave,Solomon Northup,"Slavery, Plantation life, History, Biography, African Americans, Slaves, Slaves' writings, American, Personal narratives, Kidnapping victims, Slaves, united states, Louisiana, history, African americans, biography, Slaves' writings, Slavery, united states, history, Enslaved persons, united states, Enslaved persons' writings, Abuse of, Large type books, Northup, Solomon, 1808-1863?, Slaves' writing, American",1853,https://covers.openlibrary.org/b/id/14856045-L.jpg
/works/OL8662242W,David Copperfield,Charles Dickens,"British and irish drama (dramatic works by one author), Children's fiction, Orphans, fiction, England, fiction, Boys, fiction, Stepparents, fiction, Readers, British and irish fiction (fictional works by one author), Fiction, coming of age, Fiction, Social life and customs, General, Young men, Manners and customs, Fiction, romance, general, Fiction, psychological, Fiction, general, English literature, Littérature anglaise, Coming of age",1800,https://covers.openlibrary.org/b/id/1048892-L.jpg
/works/OL14869167W,The Old Curiosity Shop,"Charles Dickens, Bernardo Moreno Carrillo","Fiction, Girls, Gamblers, Grandfathers, Antique dealers, Grandparent and child, Loss (Psychology), Gambling, Social life and customs, Translations into Russian, Classic Literature, Literature, General, British and irish fiction (fictional works by one author), Fiction, historical, England, fiction, Antique dealers, fiction, Grandparents, fiction, History, Manners and customs",1800,https://covers.openlibrary.org/b/id/13119794-L.jpg
/works/OL25074095W,The Scarlet Letter,"Nathaniel Hawthorne, Austin Warren","American fiction (fictional works by one author), Fiction, History, Triangles (Interpersonal relations), Illegitimate children, American literature, Women immigrants, Puritans, Adultery, Revenge, Clergy, Romans, nouvelles, Histoire, Triangle (Relations humaines), Enfants naturels, Littérature américaine, Immigrantes, Puritains, Vengeance, Constitution civile du clerge .",1850,https://covers.openlibrary.org/b/id/12155935-L.jpg
/works/OL77744W,Anne of Avonlea,Lucy Maud Montgomery,"Fiction, History, Juvenile fiction, Orphans, Teachers, Islands, Teachers in fiction, Orphans in fiction, Prince Edward Island in fiction, Islands in fiction, Canada in fiction, Children's stories, Anne Shirley (Fictitious character), Teenage girls, Friendship, Rural schools, Prince Edward Island, Country life, Juvenile Literature, Classic Literature",1909,https://covers.openlibrary.org/b/id/14638062-L.jpg
/works/OL51831W,πολιτεία,Πλάτων,"Political science, Early works to 1800, Utopias, Ouvrages avant 1800, Science politique, Utopies, Ciencias políticas, Early works to 1700, Education, Greek Education, Justice, Literature in French, Obras anteriores a 1800, Philosophy, Political ethics, Pulitzer Prize Winner, Textual Criticism, The first of two volumes, The second of two volumes, Utopías",1554,https://covers.openlibrary.org/b/id/14418448-L.jpg
/works/OL54031W,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Time travel, Fiction, Arthurian romances, Kings and rulers, Adaptations, Knights and knighthood, Americans, Britons, American fiction (fictional works by one author), Fiction, fantasy, historical, Great britain, fiction, Arthur, king, fiction, Camelot (legendary place), fiction, England, fiction, Fiction, humorous, Fiction, satire, Middle Ages, Medievalism, Middle Ages in literature, History",1889,https://covers.openlibrary.org/b/id/9168732-L.jpg
/works/OL77764W,Anne's House of Dreams,Lucy Maud Montgomery,"Country life, Marriage, Juvenile fiction, Friendship, History, Fiction, Fiction, general, Er tong wen xue, Zhang pian xiao shuo, Dreams, fiction, Children's fiction, Neighbors",1917,https://covers.openlibrary.org/b/id/14640440-L.jpg
/works/OL77748W,Anne of the Island,Lucy Maud Montgomery,"College students, Friendship, Universities and colleges, Fiction, Juvenile fiction, College stories, Orphans, History, Children's fiction, Shirley, anne (fictitious character), fiction, Prince edward island, fiction, Universities and colleges, fiction, Orphans, fiction, Interpersonal relations, fiction, Canada, history, fiction, Nova scotia, fiction, Self-perception, fiction, Fiction, general, Fiction, romance, general",1826,https://covers.openlibrary.org/b/id/14639028-L.jpg
/works/OL258758W,The Merchant of Venice,William Shakespeare,"Drama, Jews, Moneylenders, Shylock (Fictitious character), Juvenile drama, Plays, English literature, History and criticism, History, Problems, exercises, Criticism and interpretation, Sources, Bibliography, Promptbooks, English Young adult drama, Quartos, Study and teaching, Outlines, syllabi",1600,https://covers.openlibrary.org/b/id/7182819-L.jpg
/works/OL53994W,The Prince and the Pauper,Mark Twain,"Readers, Fiction, Poor, Kings and rulers, Impostors and imposture, Poor children, Boys, Classic Literature, Princes, Adventure and adventurers, Open Library Staff Picks, Mistaken identity, Lookalikes, Adventure stories, Social classes, History, Juvenile fiction, Large print, Sexual ethics for teenagers, Sex instruction for youth",1881,https://covers.openlibrary.org/b/id/8221267-L.jpg
/works/OL36287W,Le Comte de Monte Cristo,Alexandre Dumas,"France -- History -- 19th century -- Fiction, France, Fiction, France in fiction, History, Adventure and adventurers in fiction, Readers, French language, Adventure and adventurers, Translations into Yiddish, Pirates in fiction, Pirates, Adventure stories, Revenge in fiction, Revenge, False arrest, Social life and customs, Sailors, False arrest in fiction, Historical fiction",1830,https://covers.openlibrary.org/b/id/14566393-L.jpg
/works/OL1793164W,Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jerome,"Humorous stories, Male friendship, Description and travel, Humor (Fiction), Boats and boating, Fiction, Classic Literature, English Humorous stories, History, General, Fiction, humorous, England, fiction, Germany, fiction, British and irish fiction (fictional works by one author), Friendship, fiction, Children's fiction, Boats and boating, fiction, Dogs, fiction, Travel, Dogs",1889,https://covers.openlibrary.org/b/id/8243006-L.jpg
/works/OL16333W,Leaves of Grass,Walt Whitman,"Manuscripts, United States Civil War, 1861-1865, Gay poets, Presidents, Poetry, American Poets, Fiction, English poetry, American poetry, Mysticism, Classic Literature, Biography, History, American Epic poetry, Poems, Poetry (poetic works by one author), Whitman, Walt, 1819-1892. Leaves of grass, Leaves of grass (Whitman, Walt), Mysticism, poetry, LGBTQ poetry",1855,https://covers.openlibrary.org/b/id/9000447-L.jpg
/works/OL7180368W,Decamerone,Giovanni Boccaccio,"Fiction, historical, general, Europe, fiction, Fiction, Plague, Storytelling, History, Ficción, Italian literature, Middle Ages, Peste bubónica, Narración de cuentos, Historia, Translations from Italian, Illumination of books and manuscripts, Glossaries, Hebrew literature, DIllustrations, Illustration of books, Italian Short stories, Language",1516,https://covers.openlibrary.org/b/id/6073528-L.jpg
/works/OL362665W,King Richard II,William Shakespeare,"Drama, History, Quartos, Bibliography, Problems, exercises, English Young adult drama, English drama, English literature, Plays, Kings and rulers in literature, Fiction, Theatre, 1367-1400, Théâtre, King of England,, Richard, II,, Kings and rulers, Film adaptations, King Richard II (Shakespeare, William)",1597,https://covers.openlibrary.org/b/id/9069548-L.jpg
/works/OL362702W,Julius Caesar,William Shakespeare,"Antoine (Marcus Antonius), Assassination, Assassins, Bibliography, Biography, Children's plays, English, Classic Literature, Conspiracies, Drama, English Young adult drama, English literature, Fiction, Generals, Heads of state, History, History and criticism, Julius Caesar, Juvenile drama, Language, Outlines, syllabi",1684,https://covers.openlibrary.org/b/id/7901303-L.jpg
/works/OL26492W,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Wills, Scientists, Printers, American Maxims, Inventors, Correspondence, Philosophers, Politics and government, Statesman, Open Library Staff Picks, Maxims, Will, History, Portraits, Sources, Quakers, Education, Childhood and youth, Biography, Statesmen",1791,https://covers.openlibrary.org/b/id/5647361-L.jpg
/works/OL152161W,Uncle Tom's Cabin,Harriet Beecher Stowe,"Master and servant, Slavery, Plantation life, Uncle Tom (Fictitious character), Fugitive slaves, Slaves, Fiction, African Americans, Stowe, beecher (fictitious character), fiction, African americans, fiction, Slaves, fiction, Fiction, political, Slavery in literature, In literature, Spanish language books, Readers, Political fiction, History, Juvenile fiction, Spanish language",1850,https://covers.openlibrary.org/b/id/12728198-L.jpg
/works/OL85891W,The Jewel of Seven Stars,Bram Stoker,"Mummies, Horror, Fiction, Archaeologists, Classic Literature, Thriller, Fiction, horror, Archaeologists, fiction, British and irish fiction (fictional works by one author), History, Mummies in fiction, Archaeologists in fiction, Gems, Egyptian Magic, Antiquities, Antiquités, Romans, nouvelles",1902,https://covers.openlibrary.org/b/id/2760301-L.jpg
/works/OL99522W,The Story of the Treasure Seekers,Edith Nesbit,"Fiction, Brothers and sisters, Imagination, Moneymaking projects in fiction, Imagination in fiction, Family life, Family life in fiction, Brothers and sisters in fiction, Great Britain in fiction, Moneymaking projects, History, Children's fiction, Adventure and adventurers, fiction, Fantasy fiction, Juvenile fiction, Children's adventure fiction, Buried treasure -- Juvenile fiction, Children's stories, Family life -- England -- Juvenile fiction, Imagination -- Juvenile fiction",1899,https://covers.openlibrary.org/b/id/13241364-L.jpg
/works/OL267171W,War and Peace,Лев Толстой,"Classic, History, Russian Empire, Fiction, Russia, Russia (federation), fiction, Fiction, historical, Classic Literature, Historical Fiction, Napoleon I, Emperor of the French, 1769-1821 in fiction, Textual Criticism, Campaigns, Napoléan in fiction, Military campaigns, Open Library Staff Picks, Invasion of Russia, 1812, Napoleonic Wars, 1800-1814 in fiction, English fiction, Napoleonic Wars, 1800-1815 in fiction, open_syllabus_project",1864,https://covers.openlibrary.org/b/id/12621906-L.jpg
/works/OL85892W,Dracula,Bram Stoker,"English literature, Fiction, Horror, Horror stories, Horror tales, Monsters, Thriller, Vampires, Vampires in literature, Horror fiction, Irish authors, Epistolary novels, Romanians, British, Psychological fiction, Textbooks for foreign speakers, Readers for new literates, Romania, fiction, England, fiction, Vampires, fiction",1897,https://covers.openlibrary.org/b/id/12216503-L.jpg
/works/OL64365W,Brave New World,Aldous Huxley,"Utopias, Brainwashing, Moral and ethical aspects of Science, Fiction, Science and state, Social problems, Passivity (Psychology), Culture, Propaganda, Genetic engineering, Science, English fiction, Science fiction, Dystopias, Totalitarianism, Collectivism, Control (Psychology), History and criticism, Ciencia-ficción, Lavado de cerebro",1932,https://covers.openlibrary.org/b/id/8231823-L.jpg
/works/OL74502W,The Iron Heel,Jack London,"Revolutions, fiction, Oligarchy, fiction, Utopias,  fiction, Revolutionaries, fiction, Dysyopias, fiction, Science Fiction, Socialism,  fiction, Classic Literature, American fiction (fictional works by one author), Fiction, political, Fiction, historical, United States, fiction, Political fiction, Utopias, Fiction, Oligarchy, Revolutionaries, Revolutions",1907,https://covers.openlibrary.org/b/id/8243314-L.jpg
/works/OL52266W,The Invisible Man,H. G. Wells,"Ciencia-ficción, Classic Literature, Fiction, Mentally ill, Science Fiction & Fantasy, Science fiction, Scientists, English Science fiction, Experiments, Adaptations, Time travel, British and irish fiction (fictional works by one author), England, fiction, Scientists, fiction, Children's fiction, Mystery and detective stories, Literature and fiction, science fiction, Fiction, science fiction, general, English literature, English fiction, history and criticism, 20th century",0,https://covers.openlibrary.org/b/id/6419199-L.jpg
/works/OL118388W,Flatland,Edwin Abbott Abbott,"Fourth dimension, Fiction, general, Open Library Staff Picks, Denkbeeldige landen, Film and video adaptations, Meetkunde, Science Fiction, Geometry, Film adaptations, Fiction, Imaginary places, Historical Fiction, Mathematics, Classic Literature, Specimens, Dimension 4., Reading Level-Grade 11, Reading Level-Grade 12, Large type books, English Science fiction",1884,https://covers.openlibrary.org/b/id/10069547-L.jpg
/works/OL52114W,The War of the Worlds,H. G. Wells,"Imaginary wars and battles, Juvenile fiction, Space warfare, Science Fiction & Fantasy, Fiction, Diseases, Martians, Invasions, Classic Literature, Open Library Staff Picks, open_syllabus_project, English Science fiction, Imaginary wars and battles in literature, Mars (Planet), Science fiction, Space vehicles, Earth, Romance Ingles, Fiction, science fiction, general, British and irish fiction (fictional works by one author)",0,https://covers.openlibrary.org/b/id/36314-L.jpg
/works/OL76473W,The Napoleon of Notting Hill,"Gilbert Keith Chesterton, Madeline Ashby, Catholic Way Publishing Staff","Fiction, Classic Literature, Science Fiction, Politics and government, English fiction, Political fiction, Fantastic fiction, London (england), fiction, British and irish fiction (fictional works by one author), Fiction, political, Fiction, fantasy, general, Translations into Russian, Fiction, general, Fantasy fiction, Notting Hill (London, England) -- Fiction",1904,https://covers.openlibrary.org/b/id/6980094-L.jpg
/works/OL15448W,The Princess and Curdie,George MacDonald,"Fairy tales, Princesses, Fiction, Fiction, general, Princesses, fiction, Children's fiction, General, Juvenile Fiction, Fiction - General, Children: Kindergarten, Fairy Tales & Folklore - General, Classic fiction, Science fiction, Classics, Science Fiction, Fantasy, & Magic, Children's 9-12 - Literature - Classics / Contemporary, Magic, fiction",1832,https://covers.openlibrary.org/b/id/14357835-L.jpg
/works/OL1099280W,Vingt mille lieues sous les mers,Jules Verne,"Toy and movable books, Fiction, Specimens, Underwater exploration, French language, Submarine boats, Translations from French, Submarines, Children's stories, French, Underwater exploration in fiction, Sea stories, Adaptations, Open Library Staff Picks, Children's stories, English, Submarinos, Science fiction, Submarines (Ships), Adventure stories, 20,000 leagues under the sea, French fiction",1870,https://covers.openlibrary.org/b/id/6573517-L.jpg
/works/OL24156W,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Fiction, Physicians, Physicians in fiction, Multiple personality in fiction, Multiple personality, Self-experimentation in medicine in fiction, Self-experimentation in medicine, Ficción, Médicos, Novela de terror, Personalidad múltiple, Supernatural in fiction, Supernatural, Horror stories, Horror fiction, Conduct of life, London (England), Science Fiction & Fantasy, England in fiction, Scottish Horror tales",1875,https://covers.openlibrary.org/b/id/295773-L.jpg
/works/OL262596W,The Poison Belt,Arthur Conan Doyle,"Professor Challenger (Fictitious character), Fiction, Classic Literature, Science Fiction, British and Irish fiction (fictional works by one author), Fiction, science fiction, general, Fiction, science fiction, action & adventure, Challenger, professor (fictitious character), fiction, English Science fiction, Large type books, Fiction, mystery & detective, general, Black death, Chorea, epidemic, Fiction, action & adventure, Fiction, mystery & detective, traditional",1913,https://covers.openlibrary.org/b/id/5788361-L.jpg
/works/OL381550W,The Island of Dr. Moreau,"H. G. Wells, Fiona Beddall, Dobbs, Fabrizio Fiorentino, David Domínguez, Jonathan Kent, Margaret Atwood, Judit Lligonya Tenasen, Manuel Rivas Cabezuelo, Amaia Gurbindo, Judit Lligonya Tenas, Marta Seoane Rebollo","Islands, Survival after airplane accidents, shipwrecks, Fiction, Animal experimentation, Horror stories, Fiction, science fiction, general, English literature, Science fiction, Occultism, English Science fiction, Shipwreck survival, Animal experimentation -- Fiction, British and irish fiction (fictional works by one author), Large type books, Island of Dr. Moreau (Motion picture : 1977), Science, Ethics, Shipwreck survival -- Fiction, Islands -- Fiction, Children's fiction",1896,https://covers.openlibrary.org/b/id/968312-L.jpg
